spec	x	y	age	loc_id
Borophagus_hilli	-80.14	28.07	10.0000	a1960
Epicyon_haydeni	-86.53	30.92	10.0000	a1255
Hemiauchenia_vera	-86.53	30.92	10.0000	a1255
Hexameryx_simpsoni	-80.14	28.07	10.0000	a1960
Nannippus_aztecus	-86.53	30.92	10.0000	a1255
Neohipparion_eurystyle	-86.53	30.92	10.0000	a1255
Prosthennops_serus	-86.53	30.92	10.0000	a1255
Protohippus_gidleyi	-86.53	30.92	10.0000	a1255
Synthetoceras_davisorum	-86.53	30.92	10.0000	a1255
Hippotherium_ingenuum	-79.22	30.07	10.0500	a4736
Hippotherium_plicatile	-79.22	30.07	10.0500	a4736
Hippotherium_plicatile	-79.73	29.98	10.0500	a4742
Agriotherium_schneideri	-101.46	20.77	10.1000	a558
Borophagus_secundus	-87.28	14.88	10.1000	a1994
Dinohippus_mexicanus	-101.46	20.77	10.1000	a558
Epicyon_haydeni	-105.33	36.85	10.1000	a4218
Epicyon_haydeni	-104.12	37.10	10.1000	a4219
Hippotherium_ingenuum	-87.28	14.88	10.1000	a1994
Megatylopus_matthewi	-105.33	36.85	10.1000	a4218
Megatylopus_matthewi	-104.12	37.10	10.1000	a4219
Nannippus_aztecus	-101.46	20.77	10.1000	a558
Nannippus_westoni	-79.73	29.98	10.1000	a6128
Neohipparion_eurystyle	-101.46	20.77	10.1000	a558
Prosthennops_serus	-87.28	14.88	10.1000	a1994
Dorcatherium_naui	15.80	48.83	10.1000	a3646
Hippopotamodon_antiquus	31.98	40.97	10.1000	a1588
Hippopotamodon_antiquus	31.92	40.93	10.1000	a3817
Listriodon_splendens	1.10	41.78	10.1000	a41
Microstonyx_erymanthius	1.10	41.78	10.1000	a41
Propotamochoerus_palaeochoerus	16.36	47.67	10.1000	a4766
Aceratherium_incisivum	1.10	41.78	10.1000	a41
Aceratherium_incisivum	16.19	47.87	10.1000	a42
Acerorhinus_zernowi	22.62	40.61	10.1000	a91
Ceratotherium_neumayri	31.98	40.97	10.1000	a1588
Ceratotherium_neumayri	22.62	40.61	10.1000	a91
Chilotherium_habereri	107.06	33.85	10.1000	a3240
Chilotherium_habereri	107.36	33.95	10.1000	a3241
Chilotherium_kiliasi	22.62	40.61	10.1000	a91
Dihoplus_schleiermacheri	22.72	41.69	10.1000	a3801
Stephanorhinus_orientalis	107.06	33.85	10.1000	a4629
Stephanorhinus_pikermiensis	107.36	33.95	10.1000	a3241
Subchilotherium_intermedium	25.96	40.69	10.1000	a7102
Dinocrocuta_gigantea	31.98	44.42	10.1000	a3643
Dinocrocuta_gigantea	22.72	41.44	10.1000	a3814
Dinocrocuta_gigantea	22.62	40.61	10.1000	a91
Dinocrocuta_senyureki	31.98	40.97	10.1000	a1588
Dinocrocuta_senyureki	31.92	40.93	10.1000	a3817
Percrocuta_minor	31.98	40.97	10.1000	a1588
Schizochoerus_vallesiensis	31.98	40.97	10.1000	a1588
Barbourofelis_piveteaui	31.98	40.97	10.1000	a1588
Mesomephitis_medius	16.36	47.67	10.1000	a4766
Micromeryx_flourensianus	1.10	41.78	10.1000	a41
Hyaenictis_graeca	1.10	41.78	10.1000	a41
Ictitherium_intuberculatum	31.98	40.97	10.1000	a1588
Tetralophodon_exoletus	107.36	33.95	10.1000	a3241
Tetralophodon_exoletus	107.06	33.85	10.1000	a4629
Tetralophodon_exoletus	107.06	33.85	10.1000	a4630
Tetralophodon_longirostris	1.10	41.78	10.1000	a41
Tetralophodon_longirostris	16.19	47.87	10.1000	a42
Bohlinia_attica	31.98	40.97	10.1000	a1905
Palaeotragus_coelophrys	31.94	40.94	10.1000	a6394
Palaeotragus_coelophrys	22.62	40.61	10.1000	a91
Palaeotragus_microdon	107.06	33.85	10.1000	a3240
Palaeotragus_microdon	107.36	33.95	10.1000	a3241
Palaeotragus_moldavicus	28.05	47.40	10.1000	a6401
Samotherium_pamiri	31.98	40.97	10.1000	a1588
Machairodus_aphanistus	31.98	44.42	10.1000	a3643
Pseudaelurus_lorteti	31.98	40.97	10.1000	a1588
Hipparion_catalaunicum	1.10	41.78	10.1000	a41
Hipparion_chiai	107.06	33.85	10.1000	a3240
Hipparion_chiai	107.36	33.95	10.1000	a3241
Hipparion_chiai	107.06	33.85	10.1000	a4629
Hipparion_chiai	107.06	33.85	10.1000	a4630
Hipparion_chiai	107.06	33.85	10.1000	a4631
Hipparion_dermatorhinum	107.06	33.85	10.1000	a4629
Hipparion_weihoense	107.06	33.85	10.1000	a3240
Hipparion_weihoense	107.36	33.95	10.1000	a3241
Hipparion_weihoense	107.06	33.85	10.1000	a4629
Hipparion_weihoense	107.06	33.85	10.1000	a4630
Hippotherium_primigenium	39.47	9.65	10.1000	a4756
Hippotherium_primigenium	17.26	48.89	10.1000	a4757
Hippotherium_primigenium	22.62	40.61	10.1000	a91
Hippotherium_sumegense	17.06	46.66	10.1000	a4765
Hippotherium_sumegense	16.36	47.67	10.1000	a4766
Deinotherium_giganteum	-0.74	44.18	10.1000	a3642
Deinotherium_giganteum	31.98	44.42	10.1000	a3643
Deinotherium_giganteum	16.09	47.87	10.1000	a3644
Deinotherium_giganteum	16.19	47.87	10.1000	a3645
Deinotherium_giganteum	15.80	48.83	10.1000	a3646
Orygotherium_escheri	16.36	47.67	10.1000	a4766
Amphiprox_anocerus	1.10	41.78	10.1000	a41
Cervavitus_variabilis	16.19	47.87	10.1000	a3129
Euprox_dicranoceros	16.19	47.87	10.1000	a3645
Euprox_minimus	1.10	41.78	10.1000	a41
Procapreolus_loczyi	16.19	47.87	10.1000	a3129
Gazella_ancyrensis	31.98	40.97	10.1000	a1588
Gazella_deperdita	1.10	41.78	10.1000	a41
Miotragocerus_pannoniae	16.09	47.87	10.1000	a3644
Palaeoreas_brachyceras	31.98	40.97	10.1000	a1588
Prostrepsiceros_elegans	31.98	40.97	10.1000	a1588
Prostrepsiceros_vallesiensis	31.98	40.97	10.1000	a6847
Protragocerus_chantrei	16.48	47.67	10.1000	a6942
Pseudotragus_capricornis	31.98	40.97	10.1000	a1905
Aphelops_mutilus	-100.44	41.76	10.1500	a1256
Calippus_cerasinus	-79.22	30.07	10.1500	a2274
Hemiauchenia_vera	-100.44	41.76	10.1500	a1256
Hippotherium_ingenuum	-79.07	27.47	10.1500	a4737
Hippotherium_ingenuum	-94.60	29.18	10.1500	a4738
Hippotherium_ingenuum	-79.22	30.07	10.1500	a4739
Neohipparion_leptode	-100.44	41.76	10.1500	a1256
Pliohippus_nobilis	-100.44	41.76	10.1500	a1256
Prosthennops_serus	-100.44	41.76	10.1500	a1256
Nannippus_aztecus	-97.74	21.50	10.2000	a6126
Neohipparion_eurystyle	-95.79	40.30	10.2000	a6151
Aphelops_malacorhinus	-115.11	43.71	10.2500	a1233
Calippus_cerasinus	-79.22	30.07	10.2500	a2275
Calippus_hondurensis	-97.14	21.00	10.2500	a2281
Cuvieronius_tropicus	-97.14	21.00	10.2500	a2281
Dinohippus_interpolatus	-97.14	21.00	10.2500	a2281
Epicyon_haydeni	-107.65	36.35	10.2500	a4220
Epicyon_haydeni	-96.88	36.61	10.2500	a4221
Epicyon_haydeni	-96.88	36.61	10.2500	a4222
Epicyon_haydeni	-96.96	37.71	10.2500	a4223
Epicyon_haydeni	-96.70	40.11	10.2500	a4224
Epicyon_haydeni	-97.51	40.32	10.2500	a4225
Epicyon_haydeni	-99.92	43.13	10.2500	a4226
Epicyon_haydeni	-109.78	47.06	10.2500	a4227
Hippotherium_ingenuum	-79.22	30.07	10.2500	a2275
Hippotherium_plicatile	-79.22	30.07	10.2500	a2275
Neohipparion_eurystyle	-97.14	21.00	10.2500	a2281
Neohipparion_trampasense	-79.22	30.07	10.2500	a2275
Neohipparion_trampasense	-115.99	37.45	10.2500	a6155
Neohipparion_trampasense	-116.66	37.46	10.2500	a6156
Protohippus_gidleyi	-79.22	30.07	10.2500	a2275
Pseudhipparion_skinneri	-79.22	30.07	10.2500	a2275
Borophagus_pugnator	-115.52	43.61	10.3000	a1982
Neohipparion_trampasense	-122.23	37.88	10.3000	a6157
Hippopotamodon_antiquus	31.99	40.96	10.3000	a4669
Dinocrocuta_senyureki	31.98	40.95	10.3000	a3818
Ictitherium_intuberculatum	31.99	40.96	10.3000	a4999
Decennatherium_macedoniae	31.97	40.96	10.3000	a3572
Palaeotragus_coelophrys	31.97	40.96	10.3000	a3572
Palaeotragus_coelophrys	31.99	40.96	10.3000	a4999
Palaeotragus_coelophrys	31.97	40.96	10.3000	a6395
Palaeotragus_coelophrys	31.98	40.97	10.3000	a6396
Protoryx_solignaci	31.97	40.96	10.3000	a3572
Protoryx_solignaci	31.97	40.96	10.3000	a6395
Protoryx_solignaci	31.93	40.93	10.3000	a6901
Protoryx_solignaci	31.98	40.97	10.3000	a6902
Protoryx_solignaci	31.98	40.97	10.3000	a6903
Pseudotragus_capricornis	31.97	40.96	10.3000	a3572
Pseudotragus_capricornis	31.98	40.95	10.3000	a3818
Pseudotragus_capricornis	31.97	40.96	10.3000	a6395
Pseudotragus_capricornis	31.98	40.97	10.3000	a6974
Sinapodorcas_incarinatus	31.99	40.96	10.3000	a4999
Epicyon_haydeni	-96.42	39.41	10.3500	a4228
Hemicyon_sansaniensis	-0.76	40.62	10.3500	a3213
Indarctos_arctoides	28.00	47.39	10.3500	a55
Dorcatherium_jourdani	1.19	41.56	10.3500	a46
Dorcatherium_jourdani	1.19	41.76	10.3500	a47
Dorcatherium_naui	15.81	48.86	10.3500	a3655
Dorcatherium_naui	-5.09	41.19	10.3500	a43
Dorcatherium_naui	6.27	47.70	10.3500	a56
Dorcatherium_naui	15.64	48.84	10.3500	a60
Dorcatherium_naui	8.00	50.00	10.3500	a61
Dorcatherium_puyhauberti	28.98	38.45	10.3500	a2947
Albanohyus_pygmaeus	15.64	48.84	10.3500	a60
Conohyus_simorrensis	-0.56	43.47	10.3500	a3312
Conohyus_simorrensis	-0.17	47.52	10.3500	a3313
Hippopotamodon_antiquus	28.98	38.45	10.3500	a2947
Hippopotamodon_antiquus	7.05	50.12	10.3500	a3663
Hippopotamodon_antiquus	28.44	46.94	10.3500	a52
Hippopotamodon_antiquus	8.00	50.00	10.3500	a61
Listriodon_splendens	-0.38	41.42	10.3500	a1546
Listriodon_splendens	-0.56	43.47	10.3500	a3312
Listriodon_splendens	7.13	49.97	10.3500	a3660
Listriodon_splendens	7.05	50.12	10.3500	a3663
Listriodon_splendens	-0.18	41.42	10.3500	a44
Listriodon_splendens	-0.38	41.42	10.3500	a45
Listriodon_splendens	1.19	41.56	10.3500	a46
Listriodon_splendens	1.19	41.76	10.3500	a47
Listriodon_splendens	1.12	41.90	10.3500	a4759
Listriodon_splendens	1.22	41.78	10.3500	a48
Listriodon_splendens	-9.74	39.26	10.3500	a5244
Listriodon_splendens	-9.66	39.41	10.3500	a5245
Listriodon_splendens	9.68	48.19	10.3500	a5246
Listriodon_splendens	9.47	48.29	10.3500	a5247
Listriodon_splendens	8.00	50.00	10.3500	a61
Listriodon_splendens	-2.09	41.28	10.3500	a824
Listriodon_splendens	11.05	48.70	10.3500	a827
Microstonyx_major	0.97	42.58	10.3500	a4788
Parachleuastochoerus_crusafonti	-0.38	41.42	10.3500	a45
Parachleuastochoerus_crusafonti	1.12	41.90	10.3500	a4759
Parachleuastochoerus_crusafonti	1.22	41.78	10.3500	a48
Parachleuastochoerus_crusafonti	0.56	42.59	10.3500	a49
Parachleuastochoerus_huenermanni	-0.38	41.42	10.3500	a1546
Parachleuastochoerus_huenermanni	7.13	49.97	10.3500	a3660
Parachleuastochoerus_huenermanni	7.05	50.12	10.3500	a3663
Parachleuastochoerus_huenermanni	-0.38	41.42	10.3500	a45
Parachleuastochoerus_huenermanni	1.19	41.76	10.3500	a47
Parachleuastochoerus_huenermanni	1.22	41.78	10.3500	a48
Parachleuastochoerus_huenermanni	6.27	47.70	10.3500	a56
Parachleuastochoerus_huenermanni	0.71	42.53	10.3500	a6436
Parachleuastochoerus_huenermanni	-2.09	41.28	10.3500	a824
Parachleuastochoerus_steinheimensis	-0.38	41.42	10.3500	a1546
Parachleuastochoerus_steinheimensis	7.13	49.97	10.3500	a3660
Parachleuastochoerus_steinheimensis	7.05	50.12	10.3500	a3663
Parachleuastochoerus_steinheimensis	-0.18	41.42	10.3500	a44
Parachleuastochoerus_steinheimensis	-0.38	41.42	10.3500	a45
Parachleuastochoerus_steinheimensis	1.19	41.76	10.3500	a47
Parachleuastochoerus_steinheimensis	1.22	41.78	10.3500	a48
Parachleuastochoerus_steinheimensis	9.68	48.19	10.3500	a5246
Parachleuastochoerus_steinheimensis	6.27	47.70	10.3500	a56
Parachleuastochoerus_steinheimensis	8.00	50.00	10.3500	a61
Parachleuastochoerus_steinheimensis	-2.09	41.28	10.3500	a824
Parachleuastochoerus_steinheimensis	11.05	48.70	10.3500	a827
Propotamochoerus_palaeochoerus	-0.38	41.42	10.3500	a1546
Propotamochoerus_palaeochoerus	-0.76	40.62	10.3500	a3213
Propotamochoerus_palaeochoerus	7.13	49.97	10.3500	a3660
Propotamochoerus_palaeochoerus	7.05	50.12	10.3500	a3663
Propotamochoerus_palaeochoerus	-5.09	41.19	10.3500	a43
Propotamochoerus_palaeochoerus	-0.18	41.42	10.3500	a44
Propotamochoerus_palaeochoerus	1.19	41.56	10.3500	a46
Propotamochoerus_palaeochoerus	1.19	41.76	10.3500	a47
Propotamochoerus_palaeochoerus	1.12	41.90	10.3500	a4759
Propotamochoerus_palaeochoerus	0.97	42.58	10.3500	a4788
Propotamochoerus_palaeochoerus	0.56	42.59	10.3500	a49
Propotamochoerus_palaeochoerus	-9.66	39.41	10.3500	a5245
Propotamochoerus_palaeochoerus	16.10	47.77	10.3500	a57
Propotamochoerus_palaeochoerus	8.00	50.00	10.3500	a61
Propotamochoerus_palaeochoerus	-2.76	41.05	10.3500	a6824
Propotamochoerus_palaeochoerus	-0.33	43.30	10.3500	a6825
Propotamochoerus_palaeochoerus	11.08	48.30	10.3500	a6826
Propotamochoerus_palaeochoerus	26.28	49.98	10.3500	a6827
Aceratherium_incisivum	-5.09	41.19	10.3500	a43
Aceratherium_incisivum	-0.18	41.42	10.3500	a44
Aceratherium_incisivum	-0.38	41.42	10.3500	a45
Aceratherium_incisivum	1.19	41.56	10.3500	a46
Aceratherium_incisivum	1.19	41.76	10.3500	a47
Aceratherium_incisivum	1.22	41.78	10.3500	a48
Aceratherium_incisivum	0.56	42.59	10.3500	a49
Aceratherium_incisivum	-0.55	43.55	10.3500	a50
Aceratherium_incisivum	4.37	46.26	10.3500	a51
Aceratherium_incisivum	28.44	46.94	10.3500	a52
Aceratherium_incisivum	27.36	46.95	10.3500	a53
Aceratherium_incisivum	26.83	47.27	10.3500	a54
Aceratherium_incisivum	28.00	47.39	10.3500	a55
Aceratherium_incisivum	6.27	47.70	10.3500	a56
Aceratherium_incisivum	16.10	47.77	10.3500	a57
Aceratherium_incisivum	7.76	47.98	10.3500	a58
Aceratherium_incisivum	8.21	48.64	10.3500	a59
Aceratherium_incisivum	15.64	48.84	10.3500	a60
Aceratherium_incisivum	8.00	50.00	10.3500	a61
Aceratherium_incisivum	7.43	50.08	10.3500	a62
Aceratherium_incisivum	70.07	50.63	10.3500	a63
Acerorhinus_tsaidamensis	104.31	37.86	10.3500	a78
Acerorhinus_zernowi	28.10	47.60	10.3500	a92
Alicornops_simorrensis	-5.09	41.19	10.3500	a43
Alicornops_simorrensis	-0.18	41.42	10.3500	a44
Alicornops_simorrensis	1.19	41.76	10.3500	a47
Alicornops_simorrensis	28.44	46.94	10.3500	a52
Alicornops_simorrensis	27.36	46.95	10.3500	a53
Alicornops_simorrensis	28.00	47.39	10.3500	a55
Alicornops_simorrensis	6.27	47.70	10.3500	a56
Alicornops_simorrensis	-2.09	41.28	10.3500	a824
Alicornops_simorrensis	27.38	44.95	10.3500	a825
Alicornops_simorrensis	10.45	48.40	10.3500	a826
Alicornops_simorrensis	11.05	48.70	10.3500	a827
Brachypotherium_brachypus	11.05	48.70	10.3500	a827
Ceratotherium_neumayri	28.98	38.45	10.3500	a2947
Chilotherium_primigenius	100.25	34.54	10.3500	a3245
Dihoplus_schleiermacheri	7.13	49.97	10.3500	a3660
Dihoplus_schleiermacheri	7.07	50.11	10.3500	a3662
Dihoplus_schleiermacheri	4.53	44.04	10.3500	a3802
Dihoplus_schleiermacheri	8.16	48.63	10.3500	a3803
Dihoplus_schleiermacheri	1.19	41.56	10.3500	a46
Dihoplus_schleiermacheri	0.56	42.59	10.3500	a49
Dihoplus_schleiermacheri	6.27	47.70	10.3500	a56
Dihoplus_schleiermacheri	8.21	48.64	10.3500	a59
Dihoplus_schleiermacheri	8.00	50.00	10.3500	a61
Hoploaceratherium_tetradactylum	1.19	41.76	10.3500	a47
Hoploaceratherium_tetradactylum	0.97	42.58	10.3500	a4788
Lartetotherium_sansaniensis	-0.18	41.42	10.3500	a44
Lartetotherium_sansaniensis	1.19	41.76	10.3500	a47
Lartetotherium_sansaniensis	-2.09	41.28	10.3500	a824
Ningxiatherium_euryrhinus	101.84	35.72	10.3500	a3815
Parelasmotherium_linxiaense	101.84	35.72	10.3500	a3815
Stephanorhinus_orientalis	107.06	33.85	10.3500	a6007
Subchilotherium_intermedium	28.98	38.45	10.3500	a2947
Dinocrocuta_gigantea	101.84	35.72	10.3500	a3815
Dinocrocuta_gigantea	22.80	41.62	10.3500	a3816
Dinocrocuta_robusta	28.44	46.94	10.3500	a52
Dinocrocuta_robusta	27.36	46.95	10.3500	a53
Dinocrocuta_robusta	28.00	47.39	10.3500	a55
Dinocrocuta_robusta	28.10	47.60	10.3500	a92
Dinocrocuta_senyureki	28.98	38.45	10.3500	a2947
Palaeomeryx_eminens	-0.17	47.52	10.3500	a3313
Palaeomeryx_eminens	7.13	49.97	10.3500	a3660
Palaeomeryx_eminens	7.05	50.12	10.3500	a3663
Palaeomeryx_eminens	15.64	48.84	10.3500	a60
Schizochoerus_vallesiensis	28.44	46.94	10.3500	a52
Schizochoerus_vallesiensis	25.62	41.59	10.3500	a7025
Barbourofelis_piveteaui	28.44	46.94	10.3500	a52
Eomellivora_wimani	16.13	48.93	10.3500	a4185
Eomellivora_wimani	-5.09	41.19	10.3500	a43
Limnonyx_sinerizi	-0.18	41.42	10.3500	a44
Limnonyx_sinerizi	1.19	41.76	10.3500	a47
Mesomephitis_medius	-0.38	41.42	10.3500	a1546
Mesomephitis_medius	-0.18	41.42	10.3500	a44
Mesomephitis_medius	1.19	41.76	10.3500	a47
Plesiogulo_brachygnathus	27.36	46.95	10.3500	a53
Plesiomeles_pusilla	9.68	48.19	10.3500	a5246
Sivaonyx_hessicus	8.00	50.00	10.3500	a61
Micromeryx_flourensianus	-0.38	41.42	10.3500	a1546
Micromeryx_flourensianus	-0.76	40.62	10.3500	a3213
Micromeryx_flourensianus	-5.09	41.19	10.3500	a43
Micromeryx_flourensianus	1.19	41.76	10.3500	a47
Micromeryx_flourensianus	15.64	48.84	10.3500	a60
Micromeryx_flourensianus	6.69	47.65	10.3500	a6045
Simocyon_diaphorus	8.00	50.00	10.3500	a61
Adcrocuta_eximia	93.83	35.82	10.3500	a302
Ictitherium_viverrinum	16.13	48.93	10.3500	a4185
Ictitherium_viverrinum	16.10	47.77	10.3500	a57
Thalassictis_hipparionum	-0.38	41.42	10.3500	a1546
Thalassictis_robusta	7.76	47.98	10.3500	a58
Thalassictis_robusta	28.05	47.40	10.3500	a7205
Gomphotherium_angustidens	7.04	49.27	10.3500	a3658
Gomphotherium_angustidens	7.07	50.11	10.3500	a3662
Gomphotherium_angustidens	7.05	50.12	10.3500	a3663
Gomphotherium_angustidens	26.73	40.23	10.3500	a4485
Gomphotherium_angustidens	7.12	50.04	10.3500	a4486
Gomphotherium_angustidens	-0.38	41.42	10.3500	a45
Gomphotherium_angustidens	1.22	41.78	10.3500	a48
Gomphotherium_angustidens	0.56	42.59	10.3500	a49
Gomphotherium_angustidens	8.00	50.00	10.3500	a61
Gomphotherium_steinheimense	11.08	48.70	10.3500	a3654
Gomphotherium_subtapiroideum	11.05	48.70	10.3500	a827
Platybelodon_grangeri	103.76	37.36	10.3500	a6655
Tetralophodon_exoletus	101.84	35.72	10.3500	a3815
Tetralophodon_exoletus	104.31	37.86	10.3500	a78
Tetralophodon_longirostris	7.28	49.83	10.3500	a1034
Tetralophodon_longirostris	15.27	46.84	10.3500	a3647
Tetralophodon_longirostris	16.19	47.83	10.3500	a3653
Tetralophodon_longirostris	7.04	49.27	10.3500	a3658
Tetralophodon_longirostris	7.13	49.97	10.3500	a3660
Tetralophodon_longirostris	7.05	50.12	10.3500	a3663
Tetralophodon_longirostris	7.12	50.04	10.3500	a4486
Tetralophodon_longirostris	1.19	41.56	10.3500	a46
Tetralophodon_longirostris	0.56	42.59	10.3500	a49
Tetralophodon_longirostris	-0.55	43.55	10.3500	a50
Tetralophodon_longirostris	26.83	47.27	10.3500	a54
Tetralophodon_longirostris	28.00	47.39	10.3500	a55
Tetralophodon_longirostris	6.27	47.70	10.3500	a56
Tetralophodon_longirostris	15.64	48.84	10.3500	a60
Tetralophodon_longirostris	8.00	50.00	10.3500	a61
Tetralophodon_longirostris	1.27	41.78	10.3500	a7198
Tetralophodon_longirostris	16.12	47.83	10.3500	a7199
Decennatherium_pachecoi	-1.88	40.71	10.3500	a3573
Decennatherium_pachecoi	-5.09	41.19	10.3500	a43
Palaeotragus_germaini	-0.47	35.13	10.3500	a3552
Machairodus_alberdiae	-5.09	41.19	10.3500	a43
Machairodus_aphanistus	-5.09	41.19	10.3500	a43
Machairodus_aphanistus	-0.18	41.42	10.3500	a44
Machairodus_aphanistus	-0.38	41.42	10.3500	a45
Machairodus_aphanistus	1.19	41.76	10.3500	a47
Machairodus_aphanistus	1.12	41.90	10.3500	a4760
Machairodus_aphanistus	1.22	41.78	10.3500	a48
Machairodus_aphanistus	6.27	47.70	10.3500	a56
Machairodus_aphanistus	7.76	47.98	10.3500	a58
Machairodus_aphanistus	8.00	50.00	10.3500	a61
Machairodus_palanderi	101.84	35.72	10.3500	a3815
Metailurus_major	107.06	33.85	10.3500	a6007
Metailurus_major	107.06	33.85	10.3500	a6008
Paramachairodus_ogygia	8.00	50.00	10.3500	a61
Pseudaelurus_lorteti	-0.38	41.42	10.3500	a1546
Pseudaelurus_quadridentatus	-5.09	41.19	10.3500	a43
Hipparion_catalaunicum	-0.76	40.62	10.3500	a3213
Hipparion_catalaunicum	1.19	41.56	10.3500	a46
Hipparion_catalaunicum	0.56	42.59	10.3500	a49
Hipparion_dongxiangense	101.84	35.72	10.3500	a3815
Hipparion_dongxiangense	101.69	35.50	10.3500	a4637
Hipparion_forstenae	92.15	47.41	10.3500	a4641
Hipparion_longipes	70.07	50.63	10.3500	a63
Hipparion_sarmaticum	28.44	46.94	10.3500	a52
Hipparion_sarmaticum	27.36	46.95	10.3500	a53
Hipparion_sarmaticum	28.00	47.39	10.3500	a55
Hipparion_sarmaticum	27.38	44.95	10.3500	a825
Hipparion_weihoense	104.31	37.86	10.3500	a78
Hippotherium_koenigswaldi	-2.09	41.28	10.3500	a824
Hippotherium_primigenium	-0.17	47.52	10.3500	a3313
Hippotherium_primigenium	-1.88	40.71	10.3500	a3573
Hippotherium_primigenium	15.81	48.86	10.3500	a3655
Hippotherium_primigenium	-0.83	38.70	10.3500	a4758
Hippotherium_primigenium	1.12	41.90	10.3500	a4759
Hippotherium_primigenium	1.12	41.90	10.3500	a4760
Hippotherium_primigenium	16.12	47.80	10.3500	a4761
Hippotherium_primigenium	17.04	47.92	10.3500	a4762
Hippotherium_primigenium	15.19	48.93	10.3500	a4763
Hippotherium_primigenium	27.36	46.95	10.3500	a53
Hippotherium_primigenium	26.83	47.27	10.3500	a54
Hippotherium_primigenium	16.10	47.77	10.3500	a57
Hippotherium_primigenium	7.76	47.98	10.3500	a58
Hippotherium_primigenium	8.00	50.00	10.3500	a61
Deinotherium_giganteum	7.28	49.83	10.3500	a1034
Deinotherium_giganteum	-0.56	43.47	10.3500	a3312
Deinotherium_giganteum	-0.17	47.52	10.3500	a3313
Deinotherium_giganteum	15.27	46.84	10.3500	a3647
Deinotherium_giganteum	16.38	47.58	10.3500	a3648
Deinotherium_giganteum	16.51	47.60	10.3500	a3649
Deinotherium_giganteum	16.34	47.60	10.3500	a3650
Deinotherium_giganteum	27.63	47.61	10.3500	a3651
Deinotherium_giganteum	16.54	47.68	10.3500	a3652
Deinotherium_giganteum	16.19	47.83	10.3500	a3653
Deinotherium_giganteum	11.08	48.70	10.3500	a3654
Deinotherium_giganteum	15.81	48.86	10.3500	a3655
Deinotherium_giganteum	15.16	48.88	10.3500	a3656
Deinotherium_giganteum	15.60	48.93	10.3500	a3657
Deinotherium_giganteum	7.04	49.27	10.3500	a3658
Deinotherium_giganteum	7.19	49.94	10.3500	a3659
Deinotherium_giganteum	7.13	49.97	10.3500	a3660
Deinotherium_giganteum	7.19	50.03	10.3500	a3661
Deinotherium_giganteum	7.07	50.11	10.3500	a3662
Deinotherium_giganteum	7.05	50.12	10.3500	a3663
Deinotherium_giganteum	1.19	41.76	10.3500	a47
Deinotherium_giganteum	28.44	46.94	10.3500	a52
Deinotherium_giganteum	6.27	47.70	10.3500	a56
Deinotherium_giganteum	16.10	47.77	10.3500	a57
Deinotherium_giganteum	7.76	47.98	10.3500	a58
Deinotherium_giganteum	15.64	48.84	10.3500	a60
Deinotherium_giganteum	8.00	50.00	10.3500	a61
Prodeinotherium_bavaricum	15.16	48.88	10.3500	a3656
Prodeinotherium_bavaricum	7.04	49.27	10.3500	a3658
Prodeinotherium_bavaricum	7.13	49.97	10.3500	a3660
Prodeinotherium_bavaricum	7.07	50.11	10.3500	a3662
Prodeinotherium_bavaricum	7.05	50.12	10.3500	a3663
Prodeinotherium_bavaricum	8.00	50.00	10.3500	a61
Ancylotherium_pentelicum	-2.09	41.28	10.3500	a824
Chalicotherium_grande	-0.38	41.42	10.3500	a1546
Chalicotherium_grande	-0.76	40.62	10.3500	a3213
Chalicotherium_grande	1.19	41.76	10.3500	a47
Chalicotherium_grande	0.56	42.59	10.3500	a49
Amphiprox_anocerus	-0.83	38.70	10.3500	a1033
Amphiprox_anocerus	7.28	49.83	10.3500	a1034
Amphiprox_anocerus	16.10	47.77	10.3500	a57
Amphiprox_anocerus	8.00	50.00	10.3500	a61
Cervavitus_variabilis	16.29	47.77	10.3500	a3130
Dicrocerus_elegans	7.05	50.12	10.3500	a3663
Dicrocerus_elegans	0.56	42.59	10.3500	a49
Euprox_dicranoceros	-0.38	41.42	10.3500	a1546
Euprox_dicranoceros	-0.76	40.62	10.3500	a3213
Euprox_dicranoceros	-5.09	41.19	10.3500	a43
Euprox_dicranoceros	1.77	42.40	10.3500	a4383
Euprox_dicranoceros	-0.18	41.42	10.3500	a44
Euprox_dicranoceros	-0.38	41.42	10.3500	a45
Euprox_dicranoceros	1.19	41.76	10.3500	a47
Euprox_dicranoceros	1.22	41.78	10.3500	a48
Euprox_dicranoceros	0.56	42.59	10.3500	a49
Euprox_dicranoceros	6.27	47.70	10.3500	a56
Euprox_dicranoceros	16.10	47.77	10.3500	a57
Euprox_dicranoceros	8.00	50.00	10.3500	a61
Euprox_dicranoceros	-2.09	41.28	10.3500	a824
Euprox_furcatus	7.28	49.83	10.3500	a1034
Euprox_furcatus	7.05	50.12	10.3500	a3663
Euprox_furcatus	27.36	46.95	10.3500	a53
Euprox_furcatus	27.38	44.95	10.3500	a825
Euprox_minimus	1.19	41.56	10.3500	a46
Procapreolus_loczyi	16.29	47.77	10.3500	a3130
Procervulus_flerovi	27.63	47.61	10.3500	a3651
Procervulus_flerovi	28.44	46.94	10.3500	a52
Procervulus_flerovi	27.36	46.95	10.3500	a53
Procervulus_flerovi	28.00	47.39	10.3500	a55
